epoch,step,train/loss,train/reward,val/reward
81,3443,,,-476.52398681640625
82,3449,-2187.597412109375,-444.16668701171875,
82,3485,,,-476.52398681640625
83,3499,-3787.735107421875,-449.41668701171875,
83,3527,,,-476.52398681640625
84,3549,-2724.46240234375,-443.9583435058594,
84,3569,,,-476.52398681640625
85,3599,-2088.362548828125,-440.79168701171875,
85,3611,,,-476.52398681640625
86,3649,-905.6558837890625,-443.54168701171875,
86,3653,,,-476.52398681640625
87,3695,,,-476.52398681640625
88,3699,-2230.948974609375,-440.8958435058594,
88,3737,,,-476.52398681640625
89,3749,-3329.58935546875,-440.4375,
89,3779,,,-476.52398681640625
90,3799,-1273.507080078125,-436.5625,
90,3821,,,-476.52398681640625
91,3849,236.9808807373047,-433.2083435058594,
91,3863,,,-476.52398681640625
92,3899,-3503.72216796875,-444.125,
92,3905,,,-476.52398681640625
93,3947,,,-476.52398681640625
94,3949,-4391.2001953125,-443.875,
94,3989,,,-476.52398681640625
95,3999,-2934.906982421875,-447.5625,
95,4031,,,-476.52398681640625
96,4049,-5156.4794921875,-447.0625,
96,4073,,,-476.52398681640625
97,4099,-1091.573974609375,-433.41668701171875,
97,4115,,,-476.52398681640625
98,4149,-3820.3046875,-439.5833435058594,
98,4157,,,-476.52398681640625
99,4199,534.437744140625,-441.03125,
99,4199,,,-476.52398681640625
